path	line	classification	keywords	snippet
docs/02-adr-candidates/PAQ-10.5-CONSERVATION-INTELLIGENCE-ARCHITECTURE-LOCK.txt	576	DOCUMENTATION	PRODUCTIVITY	- Do not let Productivity own Conservation.
docs/02-adr-candidates/PAQ-10.5-CONSERVATION-INTELLIGENCE-ARCHITECTURE-LOCK.txt	593	DOCUMENTATION	PRODUCTIVITY	Conservation Intelligence is the Forge OS domain that owns conservation, persistency, quality and index interpretation for policy and portfolio durability, separating local predictive risk from institutional historical confirmation and providing governed signals to Productivity, Compensation, Manage
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	23	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is the Forge OS domain that estimates what may happen next based on evidence, behavior, productivity, conservation, pipeline, historical context, period and assumptions.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	28	DOCUMENTATION	PRODUCTIVITY	- Did execution produce repeatable output? Productivity Intelligence.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	46	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is not productivity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	56	DOCUMENTATION	PRODUCTIVITY	## Why Forecast could not open before Productivity and Conservation
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	58	DOCUMENTATION	PRODUCTIVITY	- Without Productivity, Forge could confuse activity with future output.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	62	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is now ready for discovery because Productivity and Conservation are locked as upstream interpretation domains.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	75	DOCUMENTATION	PERFORMANCE,PRODUCTIVITY	- A forward-looking extension of current trend, pipeline, productivity, conservation or historical performance.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	86	DOCUMENTATION	PRODUCTIVITY	- Example: if pipeline moves, if productivity holds, if conservation risk does not materialize.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	100	DOCUMENTATION	PRODUCTIVITY	- Forecast based on local signals such as Mick behavior, pipeline, productivity trend, conservation risk and current activity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	130	DOCUMENTATION	PRODUCTIVITY	Forecast is not Productivity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	132	DOCUMENTATION	PRODUCTIVITY	- Productivity interprets activity-to-output conversion.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	133	DOCUMENTATION	PRODUCTIVITY	- Forecast estimates future output or risk using productivity signals.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	148	DOCUMENTATION	TARGET	- Is the manager unit likely to miss a target?
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	150	DOCUMENTATION	PRODUCTIVITY	- Is productivity trend supporting future output?
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	167	DOCUMENTATION	PRODUCTIVITY	- Uses Forecast to evaluate unit capacity, recruitment/development/productivity trajectory and future risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	205	DOCUMENTATION	PRODUCTIVITY	## Productivity signals
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	207	DOCUMENTATION	PRODUCTIVITY	- Owner: Productivity Intelligence.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	209	DOCUMENTATION	PRODUCTIVITY	- Misinterpretation risk: treating current productivity as guaranteed future production.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	233	DOCUMENTATION	PRODUCTIVITY	- Misinterpretation risk: using productivity expectations without career context or Rule Pack.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	253	DOCUMENTATION	PERFORMANCE	## Historical performance
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	352	DOCUMENTATION	PRODUCTIVITY	## Productivity forecast input
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	354	DOCUMENTATION	PRODUCTIVITY	- Forecast signal consumed by Productivity or Partner when appropriate.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	405	DOCUMENTATION	PRODUCTIVITY	- Productivity metrics.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	421	DOCUMENTATION	PRODUCTIVITY	# 7. Boundary with Productivity Intelligence
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	423	DOCUMENTATION	PRODUCTIVITY	## How Forecast consumes productivity
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	425	DOCUMENTATION	PRODUCTIVITY	- Uses productivity trend.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	426	DOCUMENTATION	PRODUCTIVITY	- Uses productivity bottleneck.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	429	DOCUMENTATION	PRODUCTIVITY	- Uses productivity risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	430	DOCUMENTATION	PRODUCTIVITY	- Uses productivity quality interpretation when available.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	437	DOCUMENTATION	PRODUCTIVITY	## Productivity trend
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	441	DOCUMENTATION	PRODUCTIVITY	## Productivity risk
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	452	DOCUMENTATION	PRODUCTIVITY	Productivity says what is converting.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	503	DOCUMENTATION	PRODUCTIVITY	- Forecast estimates what part may materialize under evidence, behavior, productivity, conservation and period context.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	593	DOCUMENTATION	PRODUCTIVITY	- Productivity-adjusted forecast warning.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	601	DOCUMENTATION	PRODUCTIVITY	- Development/productivity/conservation-adjusted outlook.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	626	DOCUMENTATION	PRODUCTIVITY	## Productivity forecast risk
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	628	DOCUMENTATION	PRODUCTIVITY	- Productivity trend weakens future output estimate.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	647	DOCUMENTATION	PRODUCTIVITY	- Inputs: productivity trend, pipeline movement, activity patterns.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	654	DOCUMENTATION	PRODUCTIVITY	- Inputs: production facts, productivity signals, pipeline, conservation risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.md	661	DOCUMENTATION	PRODUCTIVITY	- Inputs: monthly trends, productivity, conservation, pipeline, goals.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	26	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is the Forge OS domain that estimates what may happen next based on evidence, behavior, productivity, conservation, pipeline, historical context, period and assumptions.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	31	DOCUMENTATION	PRODUCTIVITY	- Did execution produce repeatable output? Productivity Intelligence.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	49	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is not productivity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	59	DOCUMENTATION	PRODUCTIVITY	Why Forecast could not open before Productivity and Conservation:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	61	DOCUMENTATION	PRODUCTIVITY	- Without Productivity, Forge could confuse activity with future output.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	65	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is now ready for discovery because Productivity and Conservation are locked as upstream interpretation domains.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	78	DOCUMENTATION	PERFORMANCE,PRODUCTIVITY	- A forward-looking extension of current trend, pipeline, productivity, conservation or historical performance.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	89	DOCUMENTATION	PRODUCTIVITY	- Example: if pipeline moves, if productivity holds, if conservation risk does not materialize.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	103	DOCUMENTATION	PRODUCTIVITY	- Forecast based on local signals such as Mick behavior, pipeline, productivity trend, conservation risk and current activity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	133	DOCUMENTATION	PRODUCTIVITY	Forecast is not Productivity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	135	DOCUMENTATION	PRODUCTIVITY	- Productivity interprets activity-to-output conversion.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	136	DOCUMENTATION	PRODUCTIVITY	- Forecast estimates future output or risk using productivity signals.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	151	DOCUMENTATION	TARGET	- Is the manager unit likely to miss a target?
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	153	DOCUMENTATION	PRODUCTIVITY	- Is productivity trend supporting future output?
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	170	DOCUMENTATION	PRODUCTIVITY	- Uses Forecast to evaluate unit capacity, recruitment/development/productivity trajectory and future risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	208	DOCUMENTATION	PRODUCTIVITY	Productivity signals:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	210	DOCUMENTATION	PRODUCTIVITY	- Owner: Productivity Intelligence.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	212	DOCUMENTATION	PRODUCTIVITY	- Misinterpretation risk: treating current productivity as guaranteed future production.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	236	DOCUMENTATION	PRODUCTIVITY	- Misinterpretation risk: using productivity expectations without career context or Rule Pack.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	256	DOCUMENTATION	PERFORMANCE	Historical performance:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	355	DOCUMENTATION	PRODUCTIVITY	Productivity forecast input:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	357	DOCUMENTATION	PRODUCTIVITY	- Forecast signal consumed by Productivity or Partner when appropriate.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	408	DOCUMENTATION	PRODUCTIVITY	- Productivity metrics.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	424	DOCUMENTATION	PRODUCTIVITY	7. Boundary with Productivity Intelligence
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	426	DOCUMENTATION	PRODUCTIVITY	How Forecast consumes productivity:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	428	DOCUMENTATION	PRODUCTIVITY	- Uses productivity trend.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	429	DOCUMENTATION	PRODUCTIVITY	- Uses productivity bottleneck.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	432	DOCUMENTATION	PRODUCTIVITY	- Uses productivity risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	433	DOCUMENTATION	PRODUCTIVITY	- Uses productivity quality interpretation when available.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	440	DOCUMENTATION	PRODUCTIVITY	Productivity trend:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	444	DOCUMENTATION	PRODUCTIVITY	Productivity risk:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	455	DOCUMENTATION	PRODUCTIVITY	Productivity says what is converting.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	506	DOCUMENTATION	PRODUCTIVITY	- Forecast estimates what part may materialize under evidence, behavior, productivity, conservation and period context.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	596	DOCUMENTATION	PRODUCTIVITY	- Productivity-adjusted forecast warning.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	604	DOCUMENTATION	PRODUCTIVITY	- Development/productivity/conservation-adjusted outlook.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	629	DOCUMENTATION	PRODUCTIVITY	Productivity forecast risk:
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	631	DOCUMENTATION	PRODUCTIVITY	- Productivity trend weakens future output estimate.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	650	DOCUMENTATION	PRODUCTIVITY	- Inputs: productivity trend, pipeline movement, activity patterns.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	657	DOCUMENTATION	PRODUCTIVITY	- Inputs: production facts, productivity signals, pipeline, conservation risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-DISCOVERY.txt	664	DOCUMENTATION	PRODUCTIVITY	- Inputs: monthly trends, productivity, conservation, pipeline, goals.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	26	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is the Forge OS domain that estimates what may happen next based on evidence, behavior, productivity, conservation, pipeline, historical context, period and assumptions.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	31	DOCUMENTATION	PRODUCTIVITY	- Did execution produce repeatable output? Productivity Intelligence.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	49	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is not productivity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	59	DOCUMENTATION	PRODUCTIVITY	## Why Forecast could not open before Productivity and Conservation
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	61	DOCUMENTATION	PRODUCTIVITY	- Without Productivity, Forge could confuse activity with future output.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	65	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is now ready for discovery because Productivity and Conservation are locked as upstream interpretation domains.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	78	DOCUMENTATION	PERFORMANCE,PRODUCTIVITY	- A forward-looking extension of current trend, pipeline, productivity, conservation or historical performance.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	89	DOCUMENTATION	PRODUCTIVITY	- Example: if pipeline moves, if productivity holds, if conservation risk does not materialize.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	103	DOCUMENTATION	PRODUCTIVITY	- Forecast based on local signals such as Mick behavior, pipeline, productivity trend, conservation risk and current activity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	133	DOCUMENTATION	PRODUCTIVITY	Forecast is not Productivity.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	135	DOCUMENTATION	PRODUCTIVITY	- Productivity interprets activity-to-output conversion.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	136	DOCUMENTATION	PRODUCTIVITY	- Forecast estimates future output or risk using productivity signals.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	151	DOCUMENTATION	TARGET	- Is the manager unit likely to miss a target?
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	153	DOCUMENTATION	PRODUCTIVITY	- Is productivity trend supporting future output?
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	170	DOCUMENTATION	PRODUCTIVITY	- Uses Forecast to evaluate unit capacity, recruitment/development/productivity trajectory and future risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	208	DOCUMENTATION	PRODUCTIVITY	## Productivity signals
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	210	DOCUMENTATION	PRODUCTIVITY	- Owner: Productivity Intelligence.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	212	DOCUMENTATION	PRODUCTIVITY	- Misinterpretation risk: treating current productivity as guaranteed future production.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	236	DOCUMENTATION	PRODUCTIVITY	- Misinterpretation risk: using productivity expectations without career context or Rule Pack.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	256	DOCUMENTATION	PERFORMANCE	## Historical performance
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	355	DOCUMENTATION	PRODUCTIVITY	## Productivity forecast input
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	357	DOCUMENTATION	PRODUCTIVITY	- Forecast signal consumed by Productivity or Partner when appropriate.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	408	DOCUMENTATION	PRODUCTIVITY	- Productivity metrics.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	424	DOCUMENTATION	PRODUCTIVITY	# 7. Boundary with Productivity Intelligence
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	426	DOCUMENTATION	PRODUCTIVITY	## How Forecast consumes productivity
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	428	DOCUMENTATION	PRODUCTIVITY	- Uses productivity trend.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	429	DOCUMENTATION	PRODUCTIVITY	- Uses productivity bottleneck.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	432	DOCUMENTATION	PRODUCTIVITY	- Uses productivity risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	433	DOCUMENTATION	PRODUCTIVITY	- Uses productivity quality interpretation when available.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	440	DOCUMENTATION	PRODUCTIVITY	## Productivity trend
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	444	DOCUMENTATION	PRODUCTIVITY	## Productivity risk
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	455	DOCUMENTATION	PRODUCTIVITY	Productivity says what is converting.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	506	DOCUMENTATION	PRODUCTIVITY	- Forecast estimates what part may materialize under evidence, behavior, productivity, conservation and period context.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	596	DOCUMENTATION	PRODUCTIVITY	- Productivity-adjusted forecast warning.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	604	DOCUMENTATION	PRODUCTIVITY	- Development/productivity/conservation-adjusted outlook.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	629	DOCUMENTATION	PRODUCTIVITY	## Productivity forecast risk
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	631	DOCUMENTATION	PRODUCTIVITY	- Productivity trend weakens future output estimate.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	650	DOCUMENTATION	PRODUCTIVITY	- Inputs: productivity trend, pipeline movement, activity patterns.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	657	DOCUMENTATION	PRODUCTIVITY	- Inputs: production facts, productivity signals, pipeline, conservation risk.
docs/02-adr-candidates/PAQ-11-FORECAST-INTELLIGENCE-MARKDOWN-REVIEW.txt	664	DOCUMENTATION	PRODUCTIVITY	- Inputs: monthly trends, productivity, conservation, pipeline, goals.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	18	DOCUMENTATION	PRODUCTIVITY	- [PAQ-09.5-PRODUCTIVITY-INTELLIGENCE-ARCHITECTURE-LOCK.md](PAQ-09.5-PRODUCTIVITY-INTELLIGENCE-ARCHITECTURE-LOCK.md)
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	28	DOCUMENTATION	PRODUCTIVITY	- Productivity Intelligence explains whether behavior and pipeline movement are becoming repeatable output.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	56	DOCUMENTATION	PRODUCTIVITY	- It does not own facts, money, pipeline, productivity, conservation or business plans.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	105	DOCUMENTATION	PRODUCTIVITY	- Productivity Intelligence:
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	106	DOCUMENTATION	PRODUCTIVITY	- Productivity trend.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	107	DOCUMENTATION	PRODUCTIVITY	- Productivity bottleneck.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	110	DOCUMENTATION	PRODUCTIVITY	- Productivity risk.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	111	DOCUMENTATION	PRODUCTIVITY	- Risk: treating current productivity as guaranteed future production.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	150	DOCUMENTATION	PRODUCTIVITY	- Risk: forecasting durable productivity from incomplete development.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	154	DOCUMENTATION	TARGET	- Planning targets when approved.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	197	DOCUMENTATION	PRODUCTIVITY	- Productivity Intelligence.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	268	DOCUMENTATION	PRODUCTIVITY	- Productivity metrics.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	299	DOCUMENTATION	PRODUCTIVITY	- Current pipeline and productivity evaluation.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	304	DOCUMENTATION	PRODUCTIVITY	- Productivity signals.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	326	DOCUMENTATION	PRODUCTIVITY	- Productivity.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	346	DOCUMENTATION	PRODUCTIVITY	- Productivity trend.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	507	DOCUMENTATION	PRODUCTIVITY	- Defensive trajectory if risks materialize, pipeline stalls, productivity drops, conservation weakens or institutional reports contradict local signals.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	618	DOCUMENTATION	PRODUCTIVITY	### 9.4 Productivity Confused with Forecast
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	630	DOCUMENTATION	PRODUCTIVITY	- Forecast consumes productivity but evaluates future uncertainty.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	692	DOCUMENTATION	PRODUCTIVITY	- Productivity snapshots stale.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	726	DOCUMENTATION	PRODUCTIVITY	- Forecast does not own Productivity metrics.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	779	DOCUMENTATION	PRODUCTIVITY	- High pipeline, low productivity.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	780	DOCUMENTATION	PRODUCTIVITY	- High productivity, weak conservation.
docs/02-adr-candidates/PAQ-11.5-FORECAST-INTELLIGENCE-ARCHITECTURE.md	819	DOCUMENTATION	PRODUCTIVITY	Forecast consumes behavior trends but must not convert behavior into future output without Productivity context.
docs/02-adr-candidates/PAQ-11.5.2-FORECAST-INTELLIGENCE-ARCHITECTURE-LOCK.md	35	DOCUMENTATION	PRODUCTIVITY	- Productivity Intelligence Architecture Lock.
docs/02-adr-candidates/PAQ-11.5.2-FORECAST-INTELLIGENCE-ARCHITECTURE-LOCK.md	41	DOCUMENTATION	PRODUCTIVITY	Forecast Intelligence is the Forge OS domain that estimates what may happen next using upstream evidence, behavior signals, pipeline movement, productivity interpretation, conservation risk, historical context, period context, assumptions and confidence.
docs/02-adr-candidates/PAQ-11.5.2-FORECAST-INTELLIGENCE-ARCHITECTURE-LOCK.md	57	DOCUMENTATION	PRODUCTIVITY	- Forecast does not own Production Events, Revenue pipeline, Productivity, Conservation, Compensation or Business Planning.
docs/02-adr-candidates/PAQ-11.5.2-FORECAST-INTELLIGENCE-ARCHITECTURE-LOCK.md	108	DOCUMENTATION	PRODUCTIVITY	- Owning Productivity metrics.
